company_id,name,reason_bucket,cleanup_action,entity_type,entity_confidence,entity_evidence,head_object,object_kind,object_candidate,verb_anchor,url_lookup_name,resolved_url,reason,priority_tier,priority_score,industry,signal_count,signal_types
1109,Featuring Analysis,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Analysis,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,automation_interest
1112,Next Normal,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Normal,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,2,news
1117,Sterilization Equipment,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Equipment,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
1118,Polokwane hospital - ITWeb,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),ITWeb,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,strategic_hire
1122,Trailborn - Hospitality Net,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Net,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,automation_interest
1124,Trailborn Hotels,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Hotels,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,automation_interest
1126,Guadeloupe Airport - Identity Week,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Week,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
1128,SKY Aviation Lab,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Lab,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,2,news
1131,Sydney Airport Trial Facial Recognition,headline_or_description,review,article_headline,0.85,conjugated verb present: 'Trial',Recognition,sentence_or_headline,,Trial,,,logic engine: inference gate: classified as article_headline (conf=0.85) — conjugated verb present: 'Trial',COLD,0.0,Airports & Aviation,1,news
1142,Kroger Evolves,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Evolves,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,news
1146,Facilities as Part of Updated E-Commerce,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,E-Commerce,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,expansion
1147,Urban Outfitters URBN Valuation Check,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Check,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,news
1151,E-commerce Logistics,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Logistics,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,3,news
1158,Grocery Micro-Fulfillment Centers MFCs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),MFCs,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,expansion
1183,Bass Pro Shops,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Shops,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
1188,Warehouse Wow Factor Autonomous Mobile,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Mobile,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,automation_interest
1199,World Skiving Roller Burnishing Machine,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Machine,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1201,Global Semiconductor,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Semiconductor,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,3,expansion
1204,Barclays IB WEF,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),WEF,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
1206,Copper Price News January,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),January,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1226,Premium Properties Across India,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),India,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1236,DOL Reduces Wages,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Wages,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1242,Global M&A,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),A,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,7,"expansion,news"
1245,Global Sports,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Sports,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1246,Epson's Shoptalk,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Shoptalk,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,automation_interest
1247,Fast Food Chains Put AI,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),AI,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,2,expansion
1248,Buy Infinite Kitchen Tech,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Tech,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,3,news
1249,Japan AI Culinary,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Culinary,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
1252,Boston Logan Airport - Restaurant Dive,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,Dive,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
1253,Explore Top,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Top,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,3,news
1261,EB-3 Unskilled Jobs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Jobs,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
1264,Restaurant Payroll Percentage,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Percentage,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,3,news
1266,Hospitality Reenters,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Reenters,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,3,expansion
1274,Logan Square Wicker Park Neighbors,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Neighbors,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,automation_interest
1279,Chicago Residents Debate Expansion,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; compact name (4 word(s)),Expansion,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
1283,US Jobs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Jobs,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
1286,End-of-Year Construction,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Construction,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
1291,KPC Health,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Health,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
1293,Mercy Hospital,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Hospital,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,news
